53,cd1_01,Density,Glass Hydrometer,Brix Hydrometer,,0 to 30 degree Brix,,4 points as per IS 7324 at One Temp.,"At 15, 20, 27.5
& 28.89 degree C"
54,cd1_01,Density,Glass Hydrometer,Brix Hydrometer,,Above 30 degree Brix,,4 points as per IS 7324 at One Temp.,"At 15, 20, 27.5
& 28.89 degree C"
55,cd1_01,Density,Glass Hydrometer,Lactometer,,"1.000 to 1.040 sp.
Gr.",,4 points as per IS 9585 at One Temp.,"At 15, 20, 27.5
& 28.89 degree C"
56,cd1_01,Density,Glass Hydrometer,Alcoholmeter,,(0 to 100) % V/V,,4 points as per IS 3608 (Part I & II) at One Temp.,"At 15, 20, 27.5
& 28.89 degree C"
57,cd1_01,Density,Glass Hydrometer,Sikes,,0 - 100,,4 points at One Temp.,"At 10.54, 15, 20,
27.5 & 28.89
degree C"
58,cd1_01,Density,Glass Hydrometer,High precision Hydrometer (Reference Hydrometer),,,,4 points at One Temp.,"At 15, 20, 27.5
& 28.89 degree C"
59,cd1_01,Density,Solid,Solid with polished surface,,,,Single Point,At 27 degree C
60,cd1_01,Density,Liquid,Liquid,,,,,At 27 degree C
61,cd1_01,Viscosity,Viscometer,Glass Capillary Viscometer (Direct Flow),,Upto 1 cSt/s,,At one temp.,
62,cd1_01,Viscosity,Viscometer,Glass Capillary Viscometer (Reverse Flow),,Upto 1 cSt/s,,At one temp.,
63,cd1_01,Viscosity,Viscometer,Glass Capillary Viscometer (Direct Flow),,Above 1 cSt/s to 10 cSt/s,,At one temp.,
64,cd1_01,Viscosity,Viscometer,Glass Capillary Viscometer (Reverse Flow),,Above 1 cSt/s to 10 cSt/s,,At one temp.,
65,cd1_01,Viscosity,Viscometer,Flow Cup,Ford Cup,,,,
66,cd1_01,Viscosity,Newtonian liquids,Transaparent liquids,,Upto 1000 cSt,,At one temp.,
67,cd1_01,Viscosity,Newtonian liquids,Transaparent liquids,,Above 1000 cSt to 10000 cSt,,At one temp.,
68,cd1_02,Length,Line Standard,"Reference Standard Meter Bar / Line
Scale",Meter Bar,,,10,1m
69,cd1_02,Length,Line Standard,Graticule Scale upto 300 mm,Glass Scale,,,10,300 mm
70,cd1_02,Length,Line Standard,"Graticule Scale
>300mm -1000 mm",Glass Scale,,,10,>300 upto600 mm
71,cd1_02,Length,Line Standard,Glass Grid,10X comparator,,,1,
72,cd1_02,Length,Line Standard,Measuring Tape (Steel /woven/glass Fibre .),,,,One point per  meter,50 m
73,cd1_02,Length,End Standard,single Gauge Block,Slip Gauge,,,"for first gauge block or each gauge bloack of odd size provided NPL-India accepts  to calibrate ,Deviation from central length #",By Comparison Method
74,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge,,,"for first gauge block of set with traditional denomination considered by NPL- india, , Deviation from central length #",By Comparison Method
75,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  ( Designated M112),,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
76,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / Designated  M125,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
77,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / Designated  M122,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
78,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  ( Designated M121),,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
79,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / Designated M111,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
80,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M105,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
81,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M103,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
82,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M87,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
83,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M83,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
84,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M79,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
85,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M78,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
86,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M76,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
87,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M50,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
88,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M47,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
89,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M46,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
90,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M41,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
91,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M38,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
92,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M33,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
93,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M32,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
94,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M27,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
95,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M18,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
96,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M10/Mic check set,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
97,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Comparison Method  / M9,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Comparison Method
98,cd1_02,Length,End Standard,single Gauge Block,Slip Gauge,,,Deviation from central length #,By Interferometric Method
99,cd1_02,Length,End Standard,Gauge Blocks as Set,slip gauges submiited as a set,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
100,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge Set By Interferometric Method/M112,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
101,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M125,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
102,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M122,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
103,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M121,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
104,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M111,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
105,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M105,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
106,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M103,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
107,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M87,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
108,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M83,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
109,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M79,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
110,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M78,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
111,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M76,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
112,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M50,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
113,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M47,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
114,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M46,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
115,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M41,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
116,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M38,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
117,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M33,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
118,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M27,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
119,cd1_02,Length,End Standard,Gauge Block Set,Slip Gauge By Interferometric Method  / M18,,,"for first gauge block of set with traditional denomination considered by NPL- india,  Deviation from central length #",By Interferometric Method
120,cd1_02,Length,End Standard,Gauge Block Set for Mechncial comparator calibration,"Special Gauge Set viz.
M10/M11/M12/
M18 (Excluding bridge type Gauge)",,,"Deviation from central length by inteferometry and ( Fo, Fu by comparison or Length variation 1mm, 1.005mm, 1.01mm size of  gauge blocks)",By Interferometric Method
121,cd1_02,Length,End Standard,Length Bar,Long Slip Gauge,,,per gauge (central length dev),By Comparison Method  ( Horizontal)
122,cd1_02,Length,End Standard,Length Bar,Long Slip Gauge,,,per gauge (central length dev),"By Comparison Method  (
Horizontal)"
123,cd1_02,Length,End Standard,Length Bar,Long Slip Gauge,,,per gauge (central length dev),"By Comparison Method  (
Horizontal)"
124,cd1_02,Length,Thickness Standard,Feeler Gauge,Leaf Gauge / Slip,,,Thickness,"By Comparison Method  (
Horizontal)"
125,cd1_02,Length,Diameter Standard,Plain Ring / Plug Gauge/sphere 3 Pi wire set,,,,Diameter and Variation in Diameter,By Comparison Method  ( Horizontal)
126,cd1_02,Length,Dia Standard,Plain Ring / Plug Gauge/sphere,,,,Diameter and Variation in Diameter,By Comparison Method  ( Horizontal)
127,cd1_02,Length,Dia Standard,Taper Plug/ Ring Gauge,,,,Taper,By Comparison Method  ( Horizontal)
128,cd1_02,Length,Instrument,"Dial Gauge, Plunger Type",,,,IS: 2092-1993,By Comparison Method  ( Horizontal)
129,cd1_02,Length,Instrument,"Dial Gauge, Lever Type",,,,IS: 11498-1995,By Comparison Method  ( Horizontal)
130,cd1_02,Length,Instrument,Engineering Parallel,,,,IS: 4241-1995,
131,cd1_02,Length,Instrument,"Gauge Block
Calibrator *",Comparator,,,Single Scale only,"By Comparison
Method"
132,cd1_02,Length,Instrument,"Gauge Block
Calibrator",Comparator,,,Three Scales,"By Comparison
Method"
133,cd1_02,Length,Instrument,"Mechanical
Comparator",,,,,"By Comparison
Method"
134,cd1_02,Length,Instrument,Floating Carriage Diameter Measuring Machine,FCDMM,,,,By Comparison Method
135,cd1_02,Error of Indiacate Displacement,Instrument,Length Measuring Machine  / Dial Gauge Tester / Dial Gauge Calibrator,"LMM /
Horinzontal Metroscope / I Checker
/Universal Measuring Machine /Digital Height Gauge",,,Upto 25 mm  (per Axis ),
136,cd1_02,Length,Instrument,Length Measuring Machine / Dial Gauge Tester,LMM or Horinzontal Metroscope  or Universal Measuring Machine/Digital Height Gauge,,,for first 100mm (above 25 mm upto 100mm) of Single Axis in one orientation  /each axis,
137,cd1_02,Length,Instrument,Length Measuring Machine (Single Axis),LMM or Horinzontal Metroscope or Universal Measuring Machine /Digital Height Gauge,,,up to 1000 mm (Single Axis/each axis),
138,cd1_02,Length,Instrument,Caliper Checker/ Check Master,step gauge,,,"Rs 28000 for first 300mm ,then Rs 3000 for subsequent 100mm upto 1000mm",
139,cd1_02,Length,Instrument,3D-Coordnate Measuring Machine,CMM/Articulated CMM,,,up to 1m  (additional charges for subsequent 220mm upto 1220mm  ),
140,cd1_02,Length,Instrument,3D-Coordnate Measuring Machine,CMM/Articulated CMM,,,"Rs 150000 for three
axes, upto 1000 mm then Rs 8800 for subsequent 220mm per axis upto 1220 mm maximum range",
141,cd1_02,Length,Instrument,CNC Machine,"Boring Machine
/automatic moving machine up to 30m single axis",,,up to 1m x1m x 1m (additional charges for subsequent 1m per axis ),
142,cd1_02,Length,Instrument,CNC Machine,"Boring Machine
/automatic moving machine up to 30m three axis",,,"Three axes, upto 1000 mm per axis",
143,cd1_02,Length,Instrument,Dial Gauge Tester / Extensometer,(Except  I Checker / Motorized dial tester),,,,
144,cd1_02,Length,Instrument,Electronic Probe/LVDT Probe,,,,,
145,cd1_02,Length,Accessory,Test Sieve,Sieve,,,,IS: 460- 1985
146,cd1_02,Angle,Angle Standard,Angle Gauge block,,,,,IS: 6231-1994
147,cd1_02,Angle,Angle Standard,Angle square block,,,,,IS: 6231-1994
148,cd1_02,Angle,Instrument,Polygon /Indexing Table/Optical Dividing Head with Scale,"angular encoder,optical level",,,,IS: 6987 / and
149,cd1_02,Angle,Instrument,Spirit Level,Level meter/Point laser level/optical level/line laser level/ Inclinometer,,,,IS: 5706-1991
150,cd1_02,Angle,Instrument,Electronic Level,Level meter/Point laser level/optical level/line laser level,,,Angle,
151,cd1_02,Angle,Instrument,Auto-collimeter (Single Axis),Collimator/ thodolite station collimator/Angle dekker,,,Angle,
152,cd1_02,Angle,Instrument,Auto-collimeter (Dual Axis),Collimator/ thodolite station collimator/Angle dekker,,,Angle,
153,cd1_02,Length & Angle,Instrument,Profile Projector,vedio profiler/vedio measuring machine,,,Linear Scales up to 300mm and magnifications only,
154,cd1_02,Length & Angle,Instrument,Profile Projector,"vedio
profiler/vedio measuring machine",,,Angular Scale only,
155,cd1_02,Length & Angle,Instrument,Profile Projector,vedio profiler/vedio measuring machine,,,"Linear scales up to 300mm, magnifications",
156,cd1_02,Length & Angle,Instrument,Profile Projector,vedio profiler/vedio measuring machine,,,"Linear up to 300mm, Angular Scales & magnifications",
157,cd1_02,Length & Angle,Instrument,Sine Bar / tilting table,Sine Bar,,,"Centre distance of rollers, Flatness of Face, parallelism of rollers",IS:5359-1993 / IS: 5979-1991
158,cd1_02,Length & Angle,Instrument,Sine Bar / tilting table,Sine Bar,,,"Centre distance of rollers, Flatness of Face, parallelism of rollers",IS:5359-1993 / IS: 5979-1991
159,cd1_02,Length & Frequency,Laser Source,Laser Interferrometer,Customer needs to ensure its frequency stabilty (preferable by its prior calibration- certificate),,,Linear Displacement,Distance / fringe count
160,cd1_02,Form,Instrument,Tool Maker’s Microscope,"Universal
Measuring Microscope",,,Linear Scales and magnifications only,
161,cd1_02,Form,Instrument,Tool Maker’s Microscope,"Universal
Measuring Microscope",,,Angular Scale only,
162,cd1_02,Form,Instrument,Tool Maker’s Microscope,"Universal Measuring
Microscope",,,"Linear, Angular Scales &
magnifications",
163,cd1_02,Form,Instrument,Formtester,Formtester/Round ness measuring machine,,,"Roundness,",
164,cd1_02,Form,Instrument,Formtester,Formtester/Round ness measuring machine,,,"Roundness, Staightness,",up to 100mm straightness wayguide length
165,cd1_02,Form,Instrument,Formtester,Formtester/Round ness measuring machine,,,"Roundness, Staightness, R-axis, Z- axis",up to 100mm straightness wayguide length
166,cd1_02,Roughness,Roughness Standard@,"Groov Depth Standards (Type D)
/ Roughness Comparison Specimen",Groov Depth Standards (Type D) / Roughness Comparison Specimen,,,upto one roughness paramter on the same specimen,"ISO: 5436 (Type D)
/ IS: 4290-1992, IS: 3073-1991"
167,cd1_02,Roughness,Roughness Standard@,Roughness measuring machine,Roughness measuring machine/ Roughness tester,,,"with atleast three Groov Depth Standards (Type D)
/three Roughness Comparison Specimen","ISO: 5436 (Type D)
/ IS: 4290-1992, IS: 3073-1991"
168,cd1_02,Roundness,"Roundness
Standard","Hemispherical
Standard",,,,Roundness,
169,cd1_02,Roundness,"Roundness
Standard",Flick Standard,"maginification
standard",,,Roundness,
170,cd1_02,Squareness,"Squareness
Standard",Engineer's Square,,,,Squareness,"IS: 2103-1980
reaffirmed 2006"
171,cd1_02,Squareness,"sqness, straightness, roundness, parallelism",Reference /Standard cylinder,,,,"Roundness , parallelism (four readings)
,cylindricilty","Roundness , parallelism (four readings)
,cylindricilty"
172,cd1_02,Squareness,Squareness Standard,Cylindrical Square,,,,Squareness,On CMM
173,cd1_02,Squareness,Squareness Standard,Engineer's Square,,,,Squareness,On CMM
174,cd1_02,Squareness,"Squareness
Standard",Cylindrical standard,,,,"Squareness
/Parallelism","On roundness
Machine"
175,cd1_02,Squareness,Squareness Standard,"Angle Plate, Cast Iron",,,,Squareness / Angularity,Upto 300 mm
176,cd1_02,Squareness,Squareness Standard,"Angle Plate, Cast Iron",,,,Squareness / Angularity,>300 to 600 mm
177,cd1_02,Squareness,Squareness Standard,Precision Box Angle Plate,,,,Squareness / Angularity,Upto 300 mm
178,cd1_02,Squareness,Squareness Standard,Precision Box Angle Plate,,,,Squareness / Angularity,>300 to 600 mm
179,cd1_02,Straightness,Accessory,Straight Edge  (Bow Shaped)/ (Camel Back type)/ (I- Section)/ (Parallel),(Bow Shaped)/ (Camel Back type)/ (I-Section)/ (Parallel),,,Straightness,Upto 500 mm
180,cd1_02,Straightness,Accessory,Straight Edge  (Bow Shaped)/ (Camel Back type)/ (I- Section)/ (Parallel),(Bow Shaped)/ (Camel Back type)/ (I-Section)/ (Parallel),,,Straightness,>500 to 1000 mm
181,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,160 x 160 mm
182,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,450 x 450 mm
183,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,630 x 630 mm
184,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,1000 x 630 mm
185,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,1000 x 1000 mm
186,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,1600 x 1000 mm
187,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,2000 x 1000 mm
188,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,2000 x 1400 mm
189,cd1_02,Flatness,Accessory,Surface Plate,,,,Flatness,3000 x 2000 mm
190,cd1_02,Flatness,Accessory,Optical Flat/Parallel,,,,Flatness of one surface,up to 100mm Diameter
191,cd1_02,Flatness,Accessory,Optical Flat/Parallel,,,,Flatness of both surface,up to 100mm Diameter
192,cd1_02,Flatness,Accessory,Optical Flat/Parallel,,,,Flatness and parallelism/ wedge angle between two surface,up to 100mm Diameter
193,cd1_02,Flatness,Accessory,Optical Flat/Parallel,,,,Flatness of one surface,>100mm to 150mm Diameter
194,cd1_02,Flatness,Accessory,Optical Flat/Parallel,,,,Flatness of both surface,>100mm to 150mm Diameter
195,cd1_02,Laser frequecny,frequency statdard,Laser head,,,,,frequency Standard
196,cd1_02,Step height,End standard,step height,End standard,,,"height of the step/
groove","above 50 µm upto to
2 mm"
197,cd1_02,Length,Instrument,Vernier Caliper/ Bevel Protector,instrument,,,Linear scale including vernier scale,up to 300 mm
